"Situação Contrato","Número Completo Contrato","Data Início","Data Final","Número Ano Mês Final","Código Contrato SIGGO Dimensão","Número NE Contrato","Número NL Contrato","Número OB Contrato","Objeto Contrato","Órgão","Valor Total do Contrato","Código UO - UG Criação Contrato","Valor Total Aditivo Montante"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL00412","R/N        ","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Em Execução","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2014NE00023","2014NL02905","2014OB72191","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Não Informado","15/2016","2016/06/07 00:00:00","2016/12/03 00:00:00","201612","33381","2016NE00639","R/N        ","R/N        ","CONTRATAÇÃO  DA PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO DOS SISTEMAS METROVIÁRIOS, CORRESPONDENTES AO LOTE 02 - SINALIZAÇÃO, CONTROLE, TELECOMUNICAÇÕES E VENTILAÇÃO (SCT/VT), CONFORME DEFINIDO NO PROJETO BÁSICO.","COMPANHIA DO METROPOLITANO DO DF - METRÔ-DF","4474513,78","26206 - 200204","0"
"Encerrado","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2015NE00088","R/N        ","R/N        ","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Em Execução","10/2015","2015/12/14 00:00:00","2016/12/13 00:00:00","201612","32778","2016NE00987","R/N        ","R/N        ","PRESTAÇÃO DE SERVIÇOS DE CHAVEIRO, COM FORNECIMENTO DE MATERIAL E ACESSÓRIOS.","COMPANHIA DO METROPOLITANO DO DF - METRÔ-DF","109320","26206 - 200204","13665"
"Em Execução","35/2014","2014/12/09 00:00:00","2016/12/09 00:00:00","201612","31580","2016NE00015","2016NL01261","2016OB00887","O CONTRATO TEM POR OBJETO A LOCAÇÃO DE IMÓVEL SITUADO NA QE 17 CONJUNTO K CASA 47 - GUARÁ II - BRASÍLIA/DF, DESTINADO AO FUNCIONAMENTO DE UNIDADE DE ACOLHIMENTO (UNAC) PARA CRIANÇAS E ADOLESCENTES QUE SE ENCONTRAM EM SITUAÇÃO DE ABANDONO, MAUS-TRATOS, NEGLIGÊNCIA OU VIOLÊNCIA FAMILIAR, SOB MEDIDA PROTETIVA DE ACOLHIMENTO INSTITUCIONAL, CONFORME ESPECIFICA O PROJETO BÁSICO DE FLS. 4/12, A JUSTIFICATIVA DE DISPENSA DE LICITAÇÃO DE F. 74 E SUA RETIFICAÇÃO DE FLS. 75 E A PROPOSTA DE FLS. 82/84.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","105600","25101 - 250101","100366,7"
"Em Execução","31/2015","2015/12/09 00:00:00","2016/12/08 00:00:00","201612","32821","2016NE00903","R/N        ","R/N        ","aquisição de 10 impressoras de cartões pvc, 120 kits de limpeza e 400 fitas ribbons.","TRANSPORTE URBANO DO DISTRITO FEDERAL - DFTRANS","117620","26204 - 200203","0"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL02728","R/N        ","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Rescindido","7/2015","2015/12/16 00:00:00","2016/12/16 00:00:00","201612","32719","2016NE00015","2016NL01234","2016OB62913","Prestação de serviço de dedetização sendo desinsetação,  descupinização desratização, combate ao controle de pragas.","SECRETARIA DA GESTÃO DO TERRITÓRIO E HABITAÇÃO","634,06","28101 - 280101","0"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL00407","R/N        ","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Em Execução","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2015NE00277","R/N        ","R/N        ","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL03225","2016OB44529","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Em Execução","32/2015","2015/12/10 00:00:00","2016/12/09 00:00:00","201612","32775","2016NE01848","2016NL04864","R/N        ","contratação de empresa especializada para execução de serviços de vigilância, segurança patrimonial e controle de circulação de pessoas.","TRANSPORTE URBANO DO DISTRITO FEDERAL - DFTRANS","5489896,44","26204 - 200203","13713094,92"
"Em Execução","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2014NE00023","2014NL01755","2014OB54195","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL04329","R/N        ","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Encerrado","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2014NE00023","2014NL01145","R/N        ","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL04336","R/N        ","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Encerrado","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2013NE00028","2013NL01265","R/N        ","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL01648","2016OB27972","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL03932","R/N        ","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL03936","2016OB56666","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Em Execução","7/2015","2015/12/16 00:00:00","2016/12/16 00:00:00","201612","32719","2016NE00015","R/N        ","R/N        ","Prestação de serviço de dedetização sendo desinsetação,  descupinização desratização, combate ao controle de pragas.","SECRETARIA DA GESTÃO DO TERRITÓRIO E HABITAÇÃO","634,06","28101 - 280101","0"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL04341","2016OB65058","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
"Em Execução","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2014NE00023","2014NL02904","R/N        ","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Encerrado","27/2011","2012/01/01 00:00:00","2016/12/31 00:00:00","201612","22759","2015NE00690","2015NL01445","2015OB35758","regular, exclusivamente, segundo a estrutura da tarifa de ALTA TENS?âO CONVENCIONAL DO GRUPO A e SUBGRUPO A4, o fornecimento de energia el?®trica necess?íria ao funcionamento da seguinte unidade consumidora: Identifica?º?úo CEB 1.080.779-9, onde funciona a Penitenci?íria Feminina do Distrito Federal (PFDF), localizada na Granja Luiz Fernando ÔÇô Setor de Ch?ícaras Leste, Quadra 01 AE n??. 02 ÔÇô Setor Leste ÔÇô Gama-DF.","SECRETARIA DE SEGURANÇA PÚBLICA E DA PAZ SOCIAL","1000000","24101 - 220101","1493845,47"
"Em Execução","28/2015","2015/12/23 00:00:00","2016/12/23 00:00:00","201612","32808","2016NE00053","2016NL02269","R/N        ","O PRESENTE CONTRATO TEM POR OBJETO AQUISIÇÃO, POR DISPENSA DE LICITAÇÃO, DE MONTAGEM E FORNECIMENTO DE CESTAS DE ALIMENTOS COMPOSTOS PREFERENCIALMENTE DE FRUTAS, VERDURAS E LEGUMES (CESTA VERDE CONVENCIONAL, TIPO I E II) - (NÃO ORGÂNICA), CONFORME CONDIÇÕES, QUANTIDADES E ESPECIFICAÇÕES CONSTANTE NO PROJETO TÉCNICO DE DEMANDA QUE CONSTA NOS AUTOS E NA PROPOSTA TÉCNICA DE VENDA - PTV Nº 01/2015, PARA ATENDIMENTO AOS PROGRAMAS SOCIAIS DA SECRETARIA DE ESTADO DE DESENVOLVIMENTO HUMANO E SOCIAL DO DISTRITO FEDERAL - SEDHS/DF, PRODUZIDOS POR AGRICULTORES FAMILIARES RURAIS E URBANOS, OS DEMAIS BENEFÍCIOS E ORGANIZAÇÕES QUE SE ENQUADREM NAS DISPOSIÇÕES DA LEI FEDERAL Nº 11.326, DE 24 DE JULHO DE 2006, BEM COMO POVOS E COMUNIDADES TRADICIONAIS E OS BENEFÍCIOS DA REFORMA AGRÁRIA, PARA ATENDER A DEMANDA DA CONTRANTE, CONFORME CONDIÇÕES DEFINIDAS NA CHAMADA PÚBLICA 01/2015 E SEUS ANEXOS, OS QUAIS FICAM FAZENDO PARTE INTEGRANTE DO PRESENTE CONTRATO, INDEPENDNTEMENTE DE ANEXAÇÃO OU TRANSCRIÇÃO.","SEC. DE EST. DO TRABALHO E DO EMPREENDEDORISMO-DF","798360","25101 - 250101","0"
